study_test,test,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,testroutine.started,text_2.started,textbox.started,text_3.started,mouse.started,testroutine.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
keys,,,,0,10,10,13,,,,,13.979306699708104,,13.964354599826038,13.979306699708104,13.979306699708104,14.703026900067925,4.0777777777777775,0.7223140001296997,,,,,,,,,,,,,,,WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
T-shirt,,,,0,11,11,7,,,,,14.719221900217235,,14.703296500258148,14.719221900217235,14.719221900217235,15.464769300073385,2.837037037037037,0.7380979005247355,,,,,,,,,,,,,,,WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
police,,,,0,12,12,12,,,,,15.479586999863386,,15.465130399912596,15.479586999863386,15.479586999863386,16.165484599769115,3.7,0.6781525006517768,,,,,,,,,,,,,,,WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
cushion ,,,,0,13,13,1,,,,,16.18208589963615,,16.165751399472356,16.18208589963615,16.18208589963615,16.887959299609065,1,0.6964847994968295,,,,,,,,,,,,,,,WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
case ,,,,0,14,14,10,,,,,16.910417599603534,,16.888574900105596,16.910417599603534,16.910417599603534,17.609682300128043,1.4222222222222223,0.6833210997283459,,,,,,,,,,,,,,,WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,m_r_le,marble,old,,,,,0,0,0,11,17.640685900114477,,,,,,,,17.62649890035391,17.640685900114477,17.640685900114477,17.640685900114477,0.0207743002101779,25.516396299935877,marble,"[-0.16666666666666666, -0.16666666666666666, -0.09814814814814815]","[-0.3425925925925926, -0.3425925925925926, -0.31203703703703706]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.9013157999143, 6.651164900511503, 7.885020500048995]",['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,m_us_,mouse,old,,,,,0,1,1,3,25.532641099765897,,,,,,,,25.51727980002761,25.532641099765897,25.532641099765897,25.532641099765897,0.0018384000286459923,28.184134799987078,mouse,[-0.09814814814814815],[-0.31203703703703706],[1],[0],[0],[2.664788999594748],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,P_li_e,police,old,,,,,0,2,2,7,28.200136800296605,,,,,,,,28.18464899994433,28.200136800296605,28.200136800296605,28.200136800296605,0.0031825993210077286,31.368822500109673,police,[-0.09814814814814815],[-0.31203703703703706],[1],[0],[0],[3.1807598005980253],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,l_pt_p,laptop,old ,,,,,0,3,3,0,31.384646699763834,,,,,,,,31.36934500001371,31.384646699763834,31.384646699763834,31.384646699763834,0.0018362998962402344,35.121852500364184,laptop,[-0.09814814814814815],[-0.31203703703703706],[1],[0],[0],[3.7496968004852533],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,t_bl_,table,new,,,,,0,4,4,13,35.14963539969176,,,,,,,,35.12411839980632,35.14963539969176,35.14963539969176,35.14963539969176,0.008311799727380276,37.855828300118446,table,[-0.09814814814814815],[-0.31203703703703706],[1],[0],[0],[2.7229568995535374],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,_o__d,board,old ,,,,,0,5,5,10,37.8718024995178,,,,,,,,37.85714649967849,37.8718024995178,37.8718024995178,37.8718024995178,0.004241900518536568,41.33916219975799,board,[-0.09814814814814815],[-0.31203703703703706],[1],[0],[0],[3.477589400485158],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,p_st_r,poster,old,,,,,0,6,6,9,41.35523290000856,,,,,,,,41.339671299792826,41.35523290000856,41.35523290000856,41.35523290000856,0.00197410024702549,44.108920300379395,pastry,[-0.09814814814814815],[-0.31203703703703706],[1],[0],[0],[2.766293100081384],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,C_s_,case,old,,,,,0,7,7,5,44.13664169982076,,,,,,,,44.11134409997612,44.13664169982076,44.13664169982076,44.13664169982076,0.010533299297094345,48.375291500240564,case,"[-0.03611111111111111, -0.026851851851851852]","[-0.26481481481481484, -0.30462962962962964]","[1, 1]","[0, 0]","[0, 0]","[3.186355800367892, 4.253402800299227]",['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,_ot_l_,bottle,new,,,,,0,8,8,16,48.391233399510384,,,,,,,,48.37581539992243,48.391233399510384,48.391233399510384,48.391233399510384,0.002220599912106991,51.52659120038152,bottle,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[3.1482800003141165],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,v_s_,vase,new,,,,,0,9,9,15,51.54236309975386,,,,,,,,51.52710540033877,51.54236309975386,51.54236309975386,51.54236309975386,0.0025679999962449074,54.711003200151026,vase,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[3.180951800197363],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,c_s_io_,cushion,old ,,,,,0,10,10,12,54.72727040015161,,,,,,,,54.71157919988036,54.72727040015161,54.72727040015161,54.72727040015161,0.0023086993023753166,57.478973399847746,cushion,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[2.7647820003330708],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,p_nc_l,pencil ,new,,,,,0,11,11,14,57.49478289950639,,,,,,,,57.47947939950973,57.49478289950639,57.49478289950639,57.49478289950639,0.0023704003542661667,60.04644630011171,pencil,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[2.5642945002764463],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,_ha_t,chart,old,,,,,0,12,12,1,60.0623813001439,,,,,,,,60.04695110023022,60.0623813001439,60.0623813001439,60.0623813001439,0.002192099578678608,62.86429180018604,chart,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[2.814826300367713],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,T_hi_t,tshirt,old ,,,,,0,13,13,2,62.88015209976584,,,,,,,,62.864807800389826,62.88015209976584,62.88015209976584,62.88015209976584,0.0019991006702184677,65.11487769987434,tshirt,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[2.247787700034678],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,K_y_,keys,old ,,,,,0,14,14,8,65.1312413001433,,,,,,,,65.11540270037949,65.1312413001433,65.1312413001433,65.1312413001433,0.003227599896490574,66.8991470001638,keys,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[1.7802283000200987],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,_ru_i_se,cruise,old ,,,,,0,15,15,6,66.91493530012667,,,,,,,,66.89968760032207,66.91493530012667,66.91493530012667,66.91493530012667,0.0019506001845002174,69.43362199980766,cruise,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[2.53174090012908],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,p_st_y,pastry,old ,,,,,0,16,16,4,69.44965630024672,,,,,,,,69.4341286001727,69.44965630024672,69.44965630024672,69.44965630024672,0.001838100142776966,71.33420229982585,pastry,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[1.8979273000732064],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
,c_m__a,camera,new,,,,,0,17,17,17,71.34993469994515,,,,,,,,71.33472879976034,71.34993469994515,71.34993469994515,71.34993469994515,0.0019610999152064323,73.40169870015234,camera,[-0.026851851851851852],[-0.30462962962962964],[1],[0],[0],[2.0646787006407976],['text_3'],WP4,001,2024-11-11_11h43.21.294,wordpriming,2024.1.5,None,2024-11-11 11h43.38.435727 +0530,
