trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,color,stim_cond,correct_res,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.0018641003407537937,0.005851400084793568,1.0034444001503289,,,,,,534103,001,2024-09-12_10h19.28.721,strooptask,2024.1.5,None,2024-09-12 10h19.42.933532 +0530,
,,,,,,,,1.0200040000490844,,,,,1.0108047001995146,1.0200040000490844,1.5037438003346324,1.5037438003346324,1.5037438003346324,,,,,,,,
