trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,color,stim_condition,correct_res,thisRow.t,notes,ins.started,text_2.started,text_2.stopped,ins.stopped,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.005132899997988716,0.01523980000638403,,0.9996411000029184,,828732,001,2024-08-16_11h46.37.765,strooptask,2024.1.5,None,2024-08-16 11h46.52.436944 +0530,
,,,,,,,,,,,,,,1.00880879999022,,,,,,,,
