trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,polygon.started,grating.started,key_resp.started,polygon.stopped,grating.stopped,trial.stopped,corrAns,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.03491539997048676,,0.01993370009586215,0.03491539997048676,0.5341893001459539,0.5341893001459539,0.5514895000960678,0.836959500098601,99.62779170018621,left,-10.0,,,,,,,,
