trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,polygon.started,grating.started,key_resp.started,polygon.stopped,grating.stopped,trial.stopped,corrAns,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.02951469994150102,,0.011637999908998609,0.02951469994150102,0.622517199954018,0.622517199954018,0.6459386998321861,0.9312185000162572,5.176122699864209,right,10.0,,,,,,,,
