trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,polygon.started,grating.started,key_resp.started,polygon.stopped,grating.stopped,trial.stopped,corrAns,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.0217871000058949,,0.0040924998465925455,0.0217871000058949,0.5236306998413056,0.5236306998413056,0.5386009998619556,0.8391142999753356,0.8771240999922156,left,-10.0,,,,,,,,
