trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,polygon.started,grating.started,key_resp.started,polygon.stopped,grating.stopped,trial.stopped,corrAns,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.03630520007573068,,0.018781699938699603,0.03630520007573068,0.5218891999684274,0.5218891999684274,0.5364487001206726,0.8368017999455333,0.9203550000675023,left,-10.0,,,,,,,,
