trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,polygon.started,grating.started,key_resp.started,polygon.stopped,grating.stopped,trial.stopped,corrAns,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.021813099971041083,,0.004388599889352918,0.021813099971041083,0.5433139000087976,0.5433139000087976,0.5552940999623388,0.8564118999056518,1.5594979000743479,right,10.0,,,,,,,,
