trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,polygon.started,grating.started,key_resp.started,polygon.stopped,grating.stopped,trial.stopped,corrAns,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.02525649988092482,,0.007604700047522783,0.02525649988092482,0.5440372000448406,0.5440372000448406,0.558813099982217,0.8594587000552565,3.5778474998660386,right,10.0,,,,,,,,
